中	a
退色	igdb
即	igde
既	igdg
暨	igdh
被动	iges
即刻	igew
被告	igfa
退火	ighd
恳求	ighg
退还	ighr
退缩	igjx
退回	igkk
襁	igkv
即将	igla
隶	igln
逮	iglz
退换	igod
被捕	igoh
逮捕	igoh
隶属	igop
艮	igpn
垦	igpt
恳	igpx
被	igpy
退	igpz
恳切	igqd
被俘	igra
即日	igra
即便	igrh
即使	igrh
即位	igrl
退位	igrl
退休	igrm
退化	igrq
退货	igrq
退却	igts
裤	igvd
退出	igwa
既然	igxd
既定	igxh
退让	igya
被子	igzw
裤子	igzw
杀	ih
灵芝	ihcd
杀菌	ihck
灵魂	ihes
灵敏	ihfm
灵巧	ihgh
灵	ihhn
杀青	ihht
杀死	ihhx
袜	ihmd
杀伤	ihrf
杀人	ihrp
灵活	ihsp
裱	ihti
灵感	ihvh
刹车	ihvh
灵通	ihwd
杀	ihxd
刹	ihxd
弑	ihxd
杀害	ihxs
袜子	ihzw
裙	ii
爻	iidn
裉	iign
褪	iigz
裙	iikd
裙子	iizw
群	ik
裔	ikbk
群落	ikcs
郡	ikep
君主	iket
君权	ikmy
袖	ikoh
群岛	ikpg
君	ikph
衲	ikrd
群体	ikrm
群众	ikrr
裎	ikwd
群	ikyp
君子	ikzw
袖子	ikzw
襟	im
灵机一动	imhe
襻	imio
襟	immo
裥	imrd
希	io
希望	ioeg
希	iojd
郗	ioje
欷	iojq
裾	iook
衣食住行	iorp
郄	iose
希罕	iotb
希腊	iouc
肴	ioud
衫	ip
袄	ipdd
乂	ipnc
灵丹妙药	ipnc
衽	ipoh
褫	ippj
衫	ippp
褐	ir
裼	irdp
褐	irdw
衿	irdw
袒	irhd
裣	irhh
袷	irhk
群众路线	irkj
褓	irkm
裸	irmd
袒护	irod
袱	irqd
裸体	irrm
裸露	iruk
群众观点	irya
褂	it
帚	itjh
褚	itpr
褂	ittd
襦	iuha
褥	iv
褥	ivec
裢	ivzd
凶	iw
凶	iwad
袂	iwdd
凶险	iwer
凶恶	iwha
尹	iwhh
彐	iwhh
袼	iwkd
褶	iwlb
凶手	iwop
凶狠	iwqi
凶猛	iwqx
裆	ixid
襟怀坦白	ixtb
衩	iydd
杀鸡取蛋	iyeg
裰	iyyy
就	j
维	ja
幞	jaad
镤	jaad
缆	jaag
帷	jaah
铿	jaat
统筹兼顾	jabv
锊	jacg
缓期	jacs
钻头	jadd
钋	jadg
缓解	jadu
钻井	jaep
缓	jaey
锾	jaey
巾	jaga
锥	jagh
镌	jagp
帧	jahb
帖	jahk
钻	jahk
绰	jaho
铿锵	jajl
维纶	jajr
绰号	jakh
锥形	jakp
维新	jalh
缓冲	jalk
绥	jant
维护	jaod
钻研	jaok
维持	jaot
钻探	jaot
缓和	japm
综上所述	japm
维修	jara
绯	jass
维	jath
绶	jaty
缓慢	jaxr
叟	jayh
继	jb
帕	jbah
镨	jbar
锴	jbbb
缨	jbbn
纰	jbbt
缴获	jbcq
铡	jbdg
纷	jbdt
锐角	jbdu
绊	jbea
绻	jbeg
缴	jbfw
钡	jbgd
钯	jbgg
铂	jbgh
锑	jbgp
绨	jbgp
纷飞	jbgp
缣	jbhb
缢	jbhm
镒	jbhm
纷纷	jbjb
锦	jbjg
缴纳	jbjk
继续	jbjo
锦绣	jbjp
锦纶	jbjr
绵	jbjt
锐	jbke
缯	jbkr
铁道部	jblk
缕	jbmn
镂	jbmn
继	jbmw
锐利	jbpm
纷乱	jbpo
镁	jbwd
凰	jbwg
绵羊	jbyd
继承	jbze
错	jc
镬	jcay
错落	jccs
错过	jccz
错觉	jcdb
钳	jceg
绀	jcet
舁	jcha
错	jchr
绁	jchw
错开	jckh
锘	jcok
镆	jcrd
错位	jcrl
纣	jctd
锚	jctg
铹	jctl
错处	jcwa
错案	jcxn
错怪	jcxy
错误	jcyk
钳子	jczw
约	jd
斥	jda
约占	jdah
铯	jdbg
绝	jdbt
镣	jdbx
缭	jdbx
约莫	jdcr
编著	jdct
绍兴	jddb
钓	jddg
钛	jddg
钭	jddo
纫	jddt
约	jddt
绝交	jdeb
绔	jdeg
绝望	jdeg
绝迹	jdep
编造	jdfa
编制	jdfh
凡	jdg
铋	jdgd
钊	jdgg
绮	jdhg
舄	jdhh
凡事	jdhk
绚丽	jdhk
约束	jdhk
斥责	jdht
铮	jdig
锒	jdin
绉	jdit
缭绕	jdjh
编织	jdjk
绝缘	jdjw
编号	jdkh
绍	jdkt
绝大部分	jdlb
钧	jdlg
绝妙	jdnx
编排	jdoa
编	jdoc
锛	jdoc
改头换面	jdoh
绝壁	jdok
编码	jdom
编剧	jdoo
绝热	jdop
约有	jdou
编程	jdpm
编入	jdpn
锪	jdpx
约会	jdre
凡是	jdrh
约旦	jdrh
绚	jdrt
编导	jdsc
钩	jdsg
约法	jdst
绍酒	jdsy
编写	jdth
编者	jdtp
编辑	jdvk
绝大多数	jdxb
绝密	jdxd
约定	jdxh
绝对	jdyc
编订	jdyh
编译	jdyy
钩子	jdzw
线	je
统战	jeah
统筹	jeas
统购	jebd
镑	jebf
锩	jebg
钱财	jebh
铰	jebi
绞	jebi
缔	jebj
镝	jebk
统率	jeew
缔造	jefa
统制	jefh
钱	jegd
线	jegd
铒	jegh
纡	jegt
锕	jehg
统一	jehh
缡	jeis
缔约	jejd
统统	jeje
钪	jejg
铈	jejg
缔结	jejo
铰链	jejv
线路	jeka
线圈	jekb
线型	jekd
镶	jeki
锿	jeki
镐	jekk
缟	jekk
镦	jekw
镶嵌	jeoc
线索	jeot
线段	jepa
统称	jepm
统领	jerd
统	jese
铳	jese
锍	jesg
统帅	jesp
统治	jess
纭	jest
绞车	jevh
线条	jewh
铉	jews
线性	jexf
统计	jeyo
镊	jeyy
镊子	jezw
铁	jf
缵	jfab
铣	jfae
锆	jfak
铁道	jfbh
帙	jfda
铁	jfdg
铣刀	jfdg
镞	jffd
镟	jffr
钫	jfgg
纥	jfgt
铁匠	jfhj
纺织	jfjk
纺纱	jfjx
铁路	jfka
铁板	jfmp
铁饼	jfob
铁矿	jfog
铁水	jfsg
纺	jftg
纺车	jfvh
铁轨	jfvp
铁丝	jfww
铁心	jfxd
红	jg
纠集	jgam
纠	jgat
镰	jgbb
红茶	jgcr
红花	jgcr
镀	jgcy
红色	jgdb
鼢	jgdd
鼷	jgdd
鼠	jgdg
镰刀	jgdg
鼬	jgdh
鼯	jgdk
鼹	jgdn
红旗	jgff
钆	jgg
钇	jgg
纠正	jgha
毁灭	jghh
镛	jgio
纠纷	jgjb
红线	jgje
纠缠	jgjg
缠绕	jgjh
毁	jgjy
镪	jgkv
红松	jgmb
红娘	jgnd
绋	jgpa
镄	jgpb
红利	jgpm
帔	jgpy
铍	jgpy
缠	jgrt
红海	jgsf
铺张浪费	jgsg
缂	jgta
红	jgth
毁坏	jgth
纩	jgtp
红军	jgtv
镳	jgwh
红光	jgxh
练	jh
钙	jhag
钲	jhag
改邪归正	jhah
缙	jhar
铗	jhbd
铼	jhbm
纯粹	jhbm
铺盖	jhbw
缅甸	jhdt
钝角	jhdu
纯度	jhgc
幅度	jhgc
纬度	jhgc
钺	jhgd
绕	jhge
铙	jhge
钉	jhgg
练习	jhgl
钬	jhgn
铺张	jhgv
纬	jhha
帏	jhha
纯正	jhha
锬	jhhg
纬线	jhje
绕组	jhjk
缰绳	jhjk
镉	jhka
钶	jhkg
幅	jhkt
钷	jhkw
纯净	jhld
纯朴	jhma
绒毛	jhmp
绒	jhod
纯真	jhok
纯碱	jhov
练兵	jhpa
颀	jhpb
缅	jhph
纯利	jhpm
钚	jhrd
绠	jhri
铺位	jhrl
纯洁	jhso
绩	jhtb
帻	jhtb
缰	jhth
锖	jhtu
缚	jhuc
铺	jhud
练	jhwb
铘	jhwe
纯	jhwg
钝	jhwg
钜	jhww
铽	jhxd
夙	jhxg
缅怀	jhxh
铺设	jhyj
钉子	jhzw
风	ji
风筝	jiad
风箱	jiam
键盘	jiam
银白	jibp
银幕	jicr
风头	jidd
风扇	jido
飑	jids
风险	jier
风云	jies
键	jiez
风度	jigc
风	jigd
铱	jign
银	jign
飚	jihh
风速	jihk
铩	jihx
飕	jijy
风口	jika
飓	jikb
风味	jike
风力	jilg
风姿	jilq
风门	jimd
风格	jimw
银矿	jiog
风声	jioh
银川	jipa
银牌	jipa
风向	jipk
键入	jipn
银行	jipr
风气	jiqp
风俗	jirb
风暴	jirc
风景	jire
风量	jirh
风化	jirq
风浪	jisd
风流	jise
风波	jisg
银河	jish
风潮	jiso
风沙	jisx
锓	jity
风雨	jiuh
风压	jivt
风琴	jiww
风光	jixh
风尚	jixk
风尘	jixt
风趣	jize
银子	jizw
铅	jj
铅笔	jjam
锼	jjay
帆	jjda
钒	jjdg
纪元	jjee
近几年来	jjfh
错综复杂	jjfp
纺织工业部	jjgl
继续革命	jjgr
鑫	jjjh
组织纪律	jjjp
铅	jjkg
纺织品	jjkk
组织部	jjlk
缝纫机	jjmj
针锋相对	jjmy
帆布	jjoj
欣欣向荣	jjpc
纪委	jjpm
纪律	jjpr
锨	jjqg
纪念	jjrd
纪	jjtg
纪录	jjwe
铅球	jjwh
纪要	jjxn
组	jk
缋	jkab
钟	jkag
钢笔	jkam
钢筋	jkau
钢管	jkax
缱	jkaz
帜	jkba
织	jkbt
锄头	jkdd
钟头	jkdd
铟	jkdh
缉	jket
织造	jkfa
锅炉	jkhd
铜	jkhk
钟表	jkht
钢	jkig
纲	jkit
铜钱	jkje
钢铁	jkjf
铞	jkjg
组织	jkjk
钢锭	jkjx
组员	jkkb
铝	jkkg
锷	jkkg
缲	jkkm
锅	jkkr
组装	jkla
钢材	jkmh
织机	jkmj
钢板	jkmp
铜板	jkmp
织物	jknd
铀	jkoh
锢	jkoh
织布	jkoj
绳索	jkot
铜牌	jkpa
纳税	jkpm
纳入	jkpn
纲领	jkrd
钠	jkrg
绳	jkrg
组合	jkrh
纳	jkrt
钢水	jksg
锄	jksl
组	jkst
绢	jkut
组成	jkvg
钢轨	jkvp
组长	jkvp
锃	jkwg
帼	jkwh
钢琴	jkww
钢丝	jkww
纲要	jkxn
绳子	jkzw
镜	jl
锵	jlac
镜头	jldd
铲除	jler
锫	jlkg
锌	jlog
镜片	jlpa
铲	jlpg
镜	jlre
幛	jlro
幢	jlrt
镱	jlrx
铲子	jlzw
镜子	jlzw
朵	jm
剁	jmdw
钔	jmgg
钼	jmgh
镧	jmhb
钵	jmhg
锎	jmkg
缃	jmmt
锏	jmrg
朵	jmwn
缈	jmxp
铢	jnbg
钕	jngh
铷	jnkg
结	jo
结业	joaa
结算	joam
锯齿	joar
铌	jobg
结账	jobv
针灸	jodd
针	joga
续	jogd
锔	jogk
缬	johb
结	johk
结束	johk
幄	joht
镇静	joht
针线	joje
钸	jojg
铠	jojg
针织	jojk
镇	jokb
缜	jokb
钴	jokg
结冰	jols
结构	jomd
结婚	jonp
结局	joog
结石	jooh
锯	jook
结合	jorh
结果	jorm
结晶	jorr
结盟	joru
镇江	josg
结膜	jouc
铕	joug
镇压	jovt
结实	joxd
镇定	joxh
针对	joyc
绂	joyd
钹	joyd
结论	joyr
级	jp
钏	jpaa
臼	jpaw
锻	jpay
缎	jpay
几分	jpbd
银行账号	jpbk
级数	jpbm
幡	jpbt
金黄	jpch
绣花	jpcr
金色	jpdb
纸头	jpdd
银川市	jpej
锻造	jpfa
几	jpg
纨	jpgd
铆	jpge
纸	jpgg
钨	jpgh
绸	jpgk
镏	jpgt
纸张	jpgv
钅	jphh
锤炼	jphh
锻炼	jphh
金融	jphk
纸烟	jphk
锺	jpht
纤维	jpja
金钱	jpje
铆钉	jpjh
金银	jpji
绸缎	jpjp
级别	jpkl
铫	jpld
金边	jplz
锻模	jpmc
锹	jpmh
镍	jpmm
锈	jpmp
绣	jpmp
金	jpnh
锇	jpod
钎	jpog
锤	jpoh
缍	jpoh
锸	jpoj
金属	jpop
纤	jpot
铤	jpoz
金牌	jppa
纸片	jppa
几乎	jppb
斤	jpph
纸币	jppj
钐	jppp
钣	jppy
几时	jprc
金星	jprf
绗	jprg
几何	jprh
锻件	jprn
铥	jpts
金鱼	jpup
锻压	jpvt
级	jpwn
铄	jpwx
缒	jpwz
金光	jpxh
金额	jpxw
锤子	jpzw
金子	jpzw
欣	jq
欣	jqan
钦	jqgn
欣喜	jqod
钦佩	jqrj
欣赏	jqxt
给	jr
绅	jrat
绲	jrbb
锟	jrbb
纶	jrbt
铃	jrdd
锉刀	jrdg
锡	jrdp
钤	jrdw
锝	jred
纵队	jrer
绘	jres
绘制	jrfh
给以	jrgd
钽	jrhg
缏	jrhi
给	jrhk
铪	jrhk
臾	jrhn
镎	jrho
缇	jrhr
绘画	jrht
红领巾	jrja
绘图	jrkw
帽	jrma
纵横	jrmc
锞	jrmg
钾	jrog
绅士	jroh
纵身	jrop
纵向	jrpk
综合利用	jrpu
铧	jrqo
纵	jrrt
锉	jrrt
幔	jrsy
缦	jrsy
镘	jrsy
锂	jrtg
钾肥	jrub
缑	jrwd
给予	jrwd
铨	jrwg
纵然	jrxd
幌	jrxe
纵情	jrxh
纵容	jrxr
幌子	jrzw
帽子	jrzw
铸	js
锲	jsad
经济管理	jsaw
经济基础	jsco
镯	jsdv
经济效益	jseb
铸造	jsfa
铴	jsgp
缳	jshi
铸铁	jsjf
铸钢	jsjk
铸型	jskd
绐	jskt
绑架	jslk
经济核算	jsma
经济特区	jsnh
锣鼓	jsod
铸	jspc
帱	jspc
绑	jspe
铸件	jsrn
锣	jsxg
细	jt
舅父	jtbi
绫	jtbw
细节	jtcg
细菌	jtck
钍	jtgh
钿	jtgh
细致	jths
镙	jtjg
缧	jtjt
细纱	jtjx
舅	jtlh
编者按	jtox
铑	jtpb
铐	jtpg
绪	jtpr
锗	jtpr
细微	jtpr
细	jtth
细胞	jtud
细雨	jtuh
细长	jtvp
细心	jtxd
锶	jtxg
细小	jtxg
缌	jtxt
绷带	juca
钥	jugh
镥	jurg
钥匙	jurh
镭	jutg
绷	juut
链	jv
帐	jvan
帐篷	jvaw
镢	jvbq
缛	jvec
铖	jvgd
缄	jvhd
辔	jvjk
缄默	jvkb
编辑部	jvlk
链轮	jvvr
链球	jvwh
链条	jvwh
链	jvzg
链子	jvzw
经	jw
终止	jwaa
终点	jwah
绺	jwak
镅	jwam
绌	jwao
终归	jwap
经受	jwat
锋芒	jwce
绿荫	jwce
绿茶	jwcr
经营	jwct
经过	jwcz
经学	jwdb
绿色	jwdb
终	jwdd
镫	jwdd
经	jwdg
纾	jwdg
钰	jwdg
绿豆	jwdh
改良	jwdi
改变	jwea
经商	jweb
终于	jweg
绿	jwen
改进	jwep
改动	jwes
缝隙	jwex
改选	jwfa
改造	jwfa
终年	jwfh
终生	jwft
钌	jwgg
改革	jwgh
改	jwgn
经费	jwgp
绛	jwha
改正	jwha
纹丝不动	jwhe
己	jwhg
缗	jwhr
改建	jwie
改编	jwjd
纽约	jwjd
经纬	jwjh
改组	jwjk
终结	jwjo
经销	jwjx
改口	jwka
经典	jwkc
铬	jwkg
经由	jwko
绿叶	jwko
缘由	jwko
络	jwkt
改装	jwla
终端	jwlo
缪	jwlp
绿林	jwmm
经验	jwmr
改换	jwod
缘故	jwok
终身	jwop
锋利	jwpm
经委	jwpm
改行	jwpr
终日	jwra
缝合	jwrh
绿化	jwrq
锋	jwsa
糸	jwsg
经济	jwsw
缝	jwsz
绿地	jwtg
改写	jwth
纹	jwtn
钮	jwtt
纽	jwtt
绿肥	jwub
经历	jwvl
终了	jwwg
缫	jwwm
缘	jwwn
经理	jwwr
纟	jwwt
缁	jwwt
锱	jwwt
终究	jwxp
经常	jwxt
改善	jwyb
销	jx
销售	jxak
锁	jxbg
铊	jxbg
缩聚	jxey
缩短	jxfd
忌	jxgd
镓	jxhn
锭	jxhr
绽	jxhr
铛	jxig
缤纷	jxjb
纱线	jxje
销毁	jxjg
镩	jxka
销路	jxka
铭	jxkg
绱	jxkk
缩减	jxlv
综述	jxmd
铵	jxng
镖	jxog
纱布	jxoj
综	jxot
缥	jxot
缤	jxpb
钞	jxpg
纱	jxpt
缩	jxrb
综合	jxrh
镡	jxro
缩写	jxth
镗	jxtt
销	jxug
绡	jxut
纱厂	jxvh
绾	jxwh
缩小	jxxg
锁定	jxxh
镲	jxxo
钞票	jxxo
锭子	jxzw
凤	jy
缮	jybk
钗	jydg
绎	jyea
铎	jyea
凤	jygd
凤凰	jyjb
风言风语	jyjy
殳	jywn
缀	jyyy
近	jz
近	jzan
近世	jzch
近郊	jzeb
近旁	jzeb
近年	jzfh
近来	jzhb
近况	jzlk
锰	jzmg
近视	jzok
近乎	jzpb
近日	jzra
近似	jzrg
近代	jzrh
可	k
路	ka
跑步	kaaa
中坚	kaaa
中频	kaaa
中止	kaaa
噗	kaad
蹊	kaad
蹼	kaad
趾	kaah
蹲点	kaah
路上	kaah
中点	kaah
中上	kaah
忠贞	kaah
蹈	kaaj
踩	kaam
踔	kaao
中非	kaas
中等	kaat
中肯	kaau
蹲	kabc
踯	kabe
贵贱	kabe
趴	kabh
呲	kabh
跟前	kabh
跑道	kabh
口粮	kabm
中断	kabm
嘴	kabo
跸	kabo
蹭	kabr
中美	kabw
嘴巴	kabw
躏	kaca
蹒	kach
中共	kach
中药	kacj
蹀	kacm
躇	kacr
跌落	kacs
中期	kacs
遗著	kact
跨过	kacz
路过	kacz
中学	kadb
蹁	kadc
趵	kadd
跟头	kadd
口头	kadd
跪	kadg
跨	kadg
卟	kadh
足够	kadk
踉	kadn
贵州	kadp
中旬	kadr
跑	kads
同等学历	kadv
践	kaed
蹴	kaed
跳远	kaee
忠于	kaeg
跤	kaei
距离	kaei
蹄	kaej
跳高	kaek
跟随	kaeo
遗迹	kaep
跃进	kaep
踪迹	kaep
足迹	kaep
趺	kaer
贵阳	kaer
中队	kaer
跳动	kaes
遗弃	kaes
遗忘	kaew
中专	kaew
贵院	kaex
蹑	kaey
中选	kafa
躜	kafb
跳舞	kafc
跌	kafd
遗失	kafd
跣	kafe
贵族	kaff
中年	kafh
踟	kafk
中午	kafo
冂	kag
跨度	kagc
足以	kagd
中庸	kagi
唯恐	kagj
踮	kagk
路费	kagp
躔	kagt
跛	kagy
踱	kagy
中	kah
足下	kaha
贵	kahb
咔	kahd
跷	kahe
中医	kahf
口才	kahg
噬	kahh
唯	kahh
嘘	kahh
噍	kahh
唯一	kahh
唬	kahj
由此可见	kahk
噱	kahn
路面	kahp
足	kahr
中毒	kaht
距	kahw
中东	kahw
躞	kahy
遣	kahz
遗	kahz
跟	kain
踺	kaiz
路线	kaje
中线	kaje
跺	kajm
中级	kajp
跽	kajx
踌躇	kaka
跟踪	kaka
践踏	kaka
路口	kaka
跳跃	kaka
踊跃	kaka
中路	kaka
踉跄	kaka
蹉跎	kaka
蹂躏	kaka
蹒跚	kaka
口吻	kakd
中型	kakd
中央	kakd
口味	kake
趼	kakh
口号	kakh
躁	kakm
遗嘱	kako
中叶	kako
贵国	kakw
跨国	kakw
中国	kakw
贵站	kala
中将	kala
中立	kald
跏	kalk
踣	kalk
中部	kalk
遗产	kalp
口音	kalr
跨栏	kamb
口述	kamd
贵校	kame
盅	kamh
中枢	kamh
路标	kamo
踏板	kamp
跳板	kamp
中间	kamr
跳马	kamw
唯物	kand
遗物	kand
贵姓	kanf
踹	kaoa
中山	kaoa
中指	kaob
跋	kaod
中层	kaoe
贵局	kaog
跖	kaoh
遗志	kaoh
踞	kaok
蹦	kaou
唯有	kaou
口岸	kaov
中段	kapa
踬	kapb
跃	kapd
踽	kapd
中看	kape
遗留	kapg
跚	kaph
贵重	kaph
跳	kapl
路程	kapm
中和	kapm
趿	kapn
贵所	kapp
口径	kapr
路径	kapr
踵	kapt
蹯	kapt
跞	kapx
跹	kapz
口气	kaqp
唯独	kaqv
啮	kara
中日	kara
跳伞	karb
跗	karc
口供	karc
路途	kare
遗传	kare
中途	kare
踪影	kare
跄	karg
口袋	karh
啮合	karh
蹋	karl
踝	karm
遗体	karm
踢	karp
中介	karp
中华	karq
跌价	karr
跋涉	kasa
中耕	kasa
踌	kasc
嚼	kasc
中流	kase
中游	kasf
口水	kasg
跳水	kasg
中波	kasg
跆	kask
遗漏	kaso
踏	kasr
啡	kass
躅	kasv
遗址	kata
中农	kati
跬	katt
嗳	katy
中用	kaua
啃	kauh
口腔	kaux
中原	kavb
蹰	kavc
中转	kave
嘴唇	kave
贵厂	kavh
蹶	kavq
跻	kawa
蹬	kawd
中文	kawd
躐	kawg
口	kawh
囗	kawh
足球	kawh
路	kawk
蹂	kawm
鹭	kawn
踊	kawo
中外	kaxa
跎	kaxb
踏实	kaxd
唯心	kaxd
中心	kaxd
忠实	kaxd
忠心	kaxd
中性	kaxf
中小	kaxg
忠	kaxh
蹿	kaxk
踪	kaxo
贵宾	kaxp
贵省	kaxp
中常	kaxt
遗憾	kaxv
蹉	kayg
口语	kayh
跟着	kaym
忠诚	kayv
跨越	kazh
只	kb
吖	kbah
墨笔	kbam
只管	kbax
喈	kbbb
吡	kbbh
嘤	kbbn
哔	kbbo
黑白	kbbp
黑幕	kbcr
黑色	kbdb
吩	kbdh
圈套	kbdh
黩武	kbea
圈	kbeh
郧	kbeh
只限	kbei
黑市	kbej
黑夜	kber
员工	kbgh
员	kbhd
只	kbhd
呗	kbhd
黩	kbhd
吧	kbhg
邑	kbhg
黑	kbhh
黠	kbhk
黝	kbhl
嗌	kbhm
叭	kbhn
黜	kbho
黪	kbhp
默	kbhq
黯	kbhr
墨	kbht
嗍	kbhu
黔	kbhw
罔	kbhw
黢	kbhw
黟	kbhx
黥	kbhx
嗲	kbix
墨绿	kbjw
默默	kbkb
呖呖	kbkb
黝黑	kbkb
只见	kbkp
噌	kbkr
吩咐	kbkr
勋	kblh
呖	kblh
勋章	kblr
咪	kbmh
嗥	kbmh
喽	kbmn
黑板	kbmp
只好	kbnz
只有	kbou
啤	kbpo
只得	kbpr
唣	kbqh
只是	kbrh
黑暗	kbrl
黑人	kbrp
墨水	kbsg
墨汁	kbso
啤酒	kbsy
只顾	kbvg
只怕	kbxb
默然	kbxd
黯然	kbxd
黑光	kbxh
只要	kbxn
默许	kbyf
默认	kbyr
圈子	kbzw
曲	kc
同甘共苦	kccc
典范	kccs
嚆	kcek
呓	kcgh
典	kchb
哄	kchb
曲式	kchg
喋	kchm
曲面	kchp
曲	kchw
典雅	kchw
哎	kcih
曲线	kcje
典型	kckd
唠叨	kckd
哎呀	kckh
嘶哑	kckh
哎哟	kckj
中共中央	kckk
口若悬河	kcks
曲柄	kcmh
典礼	kcog
内蒙古自治区	kcoh
曲折	kcoj
喏	kcok
典故	kcok
嗬	kcrg
嗒	kcrk
噶	kcrw
嘶	kcsj
喵	kcth
唠	kctl
曲轴	kcvk
曲调	kcyp
曲子	kczw
因	kd
因此	kdab
刑	kdag
因数	kdbm
恩赐	kdbr
嘹	kdbx
呔	kddh
因为	kddl
嘹亮	kdek
啕	kdfh
中学生	kdft
咏	kdgn
央求	kdhg
刑事	kdhk
叨	kdhp
因而	kdhp
因素	kdht
因	kdhw
恩	kdhx
啷	kdie
唤	kdkd
型号	kdkh
咆哮	kdkt
劭	kdlp
盎	kdmw
鸯	kdnw
因故	kdok
唳	kdoq
囫	kdph
吻	kdpp
唿	kdpx
听之任之	kdrd
吻合	kdrh
因果	kdrm
恩人	kdrp
咆	kdsh
刑法	kdst
刑罚	kdsy
型	kdta
刑场	kdtg
噜	kdtr
喹	kdtt
见义勇为	kdwd
央	kdwn
盎然	kdxd
恩情	kdxh
贵州省	kdxp
唤醒	kdyr
哒	kdzh
因子	kdzw
啊	ke
邢	keaa
味	keab
兄弟	kebg
味道	kebh
咬	kebi
啼	kebj
嘀	kebk
味精	kebm
园艺	kecg
国防大学	kedd
国际主义	keed
园	keeh
贵阳市	keej
戢	kegd
吁	kegh
叩	keha
啊	kehg
兄	kehg
园丁	kehg
咬牙	kehw
吭	kejh
哼	kekg
咳嗽	kekh
嚷	keki
国防部	kelk
园林	kemm
兄妹	kene
鹗	keng
吭声	keoh
呒	kepg
国防科工委	kepp
吴	kerh
呋	kerh
啐	kero
唷	kesu
园地	ketg
咳	kewr
嗫	keyy
吃	kf
吃紧	kfaa
咋	kfae
吃苦	kfco
吃亏	kfeg
嗾	kffd
吃	kfgh
吃喝	kfkr
吃力	kflg
吃饭	kfop
吃香	kfpm
吃水	kfsg
吃惊	kfxe
叫	kg
哪些	kgab
叫	kgah
吲	kgah
国庆节	kgcg
叫苦	kgco
哪	kgee
哪儿	kgep
叫唤	kgkd
叫嚷	kgke
叫嚣	kgkk
叫喊	kgkv
嘞	kglh
嘛	kgmm
哪样	kgmy
哪个	kgra
叫做	kgro
哪里	kgrt
哪能	kgsu
叼	kgth
哪怕	kgxb
同	kh
开业	khaa
开凿	khaa
同步	khaa
吓	khad
形而上学	khad
哑	khah
圄	khah
同上	khah
唔	khak
开采	kham
开盘	kham
同等	khat
哺乳	khaz
开关	khbe
同类	khbm
哺养	khbs
开荒	khce
开花	khcr
开幕	khcr
同期	khcs
开学	khdb
同学	khdb
开头	khdd
开刀	khdg
开朗	khdi
号召	khdk
开户	khdo
开启	khdo
形式主义	khed
开除	kher
哺育	khes
开动	khes
团聚	khey
团旗	khff
同年	khfh
另一方面	khfh
开放	khfw
哓	khge
叮	khgh
号	khgh
团	khgh
开工	khgh
饕	khgo
开庭	khgp
咦	khgr
开张	khgv
围攻	khgw
开平	khhb
开火	khhd
围	khhh
啖	khhh
同一	khhh
同事	khhk
开	khhp
围歼	khhx
开垦	khig
围裙	khii
呕	khiw
围巾	khja
围绕	khjh
团结	khjo
咂	khjw
开销	khjx
嗝	khka
开口	khka
开路	khka
吓唬	khka
喇叭	khkb
团员	khkb
喇	khkd
璺	khkd
呵	khkg
同	khkg
爨	khkh
囔	khki
团圆	khkk
哽咽	khkk
围困	khkm
叮嘱	khko
嗽	khkq
嘈	khkr
呕吐	khkt
开国	khkw
叮咛	khkx
开办	khlb
团部	khlk
开端	khlo
同意	khlr
围棋	khmc
开门	khmd
开眼	khmi
开枪	khmr
开阔	khms
同样	khmy
开始	khns
开展	khoc
开局	khog
开矿	khog
同志	khoh
开辟	khok
号码	khom
开拓	khoo
开饭	khop
开支	khoy
嘎	khpg
号称	khpm
啄	khpn
同行	khpr
嗄	khpw
刑事犯罪	khqs
同伴	khrb
同时	khrc
号令	khrd
开会	khre
开创	khrg
呸	khrh
哽	khri
团体	khrm
默不作声	khro
同人	khrp
开化	khrq
同化	khrq
同盟	khru
开明	khru
开水	khsg
开春	khsr
开罗	khsx
啧	khtb
圊	khth
嗉	khtj
围墙	khto
开封	khtt
唛	khtw
嗷	khtw
哺	khud
同胞	khud
圃	khuh
开车	khvh
团长	khvp
开通	khwd
同班	khwd
吨	khwg
囤	khwh
呀	khwp
开发	khwp
哐	khww
同乡	khww
咧	khxd
开心	khxd
同心	khxd
同情	khxh
叮当	khxi
开设	khyj
号子	khzw
史	ki
啸	kiab
网点	kiah
史料	kibm
史学	kidb
刚	kidg
刚度	kigc
冈	kigd
唧	kige
刚强	kigk
哏	kign
刚才	kihg
史	kihn
网	kiig
网络	kijw
刚刚	kiki
唧唧	kiki
刚毅	kilp
刚好	kinz
唏	kioj
刚果	kirm
刚体	kirm
史书	kiwg
网球	kiwh
史实	kixd
刚性	kixf
听	kj
听筒	kjak
嗖	kjay
听觉	kjdb
哟	kjdd
听取	kjey
吊	kjha
听	kjha
叽	kjhg
吊钩	kjjd
听风	kjji
听见	kjkp
吊唁	kjky
吊装	kjla
中组部	kjlk
吊杆	kjme
哚	kjmh
吊索	kjot
中纪委	kjpm
听从	kjrr
听众	kjrr
听信	kjry
听说	kjyb
听讲	kjye
听话	kjyp
听诊	kjyr
串	kkah
圆筒	kkak
回采	kkam
圆盘	kkam
